"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"27.04.2016","833,9","810,3","848,6","805,9","3,03%"
"26.04.2016","809,4","801,6","813,4","792,5","0,99%"
"25.04.2016","801,5","797,9","803,9","792,4","0,48%"
"22.04.2016","797,7","824,4","831,6","795,1","-3,12%"
"21.04.2016","823,4","885,7","886,2","821,6","-7,23%"
"20.04.2016","887,6","875,5","886,7","864,9","1,39%"
"19.04.2016","875,4","859,7","881,6","844,5","1,85%"
"18.04.2016","859,5","857,5","870,8","847,1","0,24%"
"15.04.2016","857,4","882,7","889,0","860,1","-2,90%"
"14.04.2016","883,0","892,4","896,6","881,5","-1,00%"
"13.04.2016","891,9","867,1","891,3","855,9","2,87%"
"12.04.2016","867,0","855,7","872,1","852,5","1,23%"
"11.04.2016","856,5","861,8","874,7","854,8","-1,42%"
"08.04.2016","868,8","870,2","882,0","867,1","-0,15%"
"06.04.2016","870,1","870,1","886,6","869,3","-0,03%"
"05.04.2016","870,4","859,8","883,7","850,2","2,00%"
"04.04.2016","853,3","828,3","860,0","816,4","4,52%"
"01.04.2016","816,4","820,5","833,1","816,8","-0,60%"
"31.03.2016","821,3","821,9","835,6","821,4","0,07%"
"30.03.2016","820,7","823,4","844,1","821,9","-0,22%"
"29.03.2016","822,5","815,9","842,4","814,3","0,54%"
"24.03.2016","818,1","816,9","834,8","812,9","0,16%"
"23.03.2016","816,8","814,9","836,5","813,6","0,23%"
"22.03.2016","814,9","801,5","833,5","799,0","1,62%"
"21.03.2016","801,9","819,9","819,9","801,4","-1,28%"
"18.03.2016","812,3","829,3","838,4","807,6","-1,91%"
"17.03.2016","828,1","827,0","845,1","817,5","-0,66%"
"16.03.2016","833,6","823,1","842,0","817,3","1,72%"
"15.03.2016","819,5","824,0","850,3","820,9","-3,67%"
"11.03.2016","850,7","864,3","898,9","840,7","-1,55%"
"10.03.2016","864,1","903,5","914,2","893,6","-4,68%"
"09.03.2016","906,5","904,5","912,5","902,0","-0,66%"
"08.03.2016","912,5","931,1","943,5","898,4","-1,86%"
"07.03.2016","929,8","929,8","942,8","925,8","-0,96%"
"04.03.2016","938,8","940,4","958,7","932,0","-2,11%"
